miRNA	GSM1439481	GSM1439482	GSM1439483	GSM1439484	GSM1439485	GSM1439486	GSM1439487	GSM1439488	GSM1439489	GSM1439490	GSM1439491	GSM1439492	GSM1439493	GSM1439494	GSM1439495	GSM1439496	GSM1439497	GSM1439498	GSM1439499	GSM1439500	GSM1439501	GSM1439502	GSM1439503	GSM1439504
hsa-mir-7109-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7109-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7110-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7110-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7111-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7111-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7112-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7112-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7112-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7112-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7113-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7113-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7114-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7114-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7151-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7151-5p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7153-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7153-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7155-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7155-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7156-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7156-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7157-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7157-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7158-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7159-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7159-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7160-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7160-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7161-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7161-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7162-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7162-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-744-3p	0	3.87	2.01	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	10.74	0	0
hsa-mir-744-5p	315.56	782.57	289.79	299.47	260.98	271.54	33.3	82.22	33.13	28.21	45.89	342.41	114.61	222.93	13.85	110.35	150.06	133.42	107.34	810.34	325.5	537.13	0	680.88
hsa-mir-7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-758-3p	4.51	3.87	6.04	5.49	0	0	0	0	0	0	0	0	3.27	0	0	0	0	0	2.33	2.55	9.3	10.74	0	0
hsa-mir-758-5p	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-760	0	0	0	2.75	0	15.97	0	3.29	0	0	0	0	3.27	0	2.44	15.05	0	0	2.33	7.64	0	0	0	0
hsa-mir-761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7641-1	2.25	1.94	0	0	0	0	0.76	1.64	0	1.76	17.21	5.04	3.27	4.05	0	0	0	0	0	2.55	0	5.37	0	2.84
hsa-mir-7641-2	2.25	1.94	0	0	0	0	0.76	1.64	0	1.76	17.21	5.04	3.27	4.05	0	0	0	0	0	2.55	0	5.37	0	2.84
hsa-mir-765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-766-3p	0	19.37	6.04	2.75	0	0	0	3.29	0	0	0	0	0	0	0	10.03	0	26.68	0	7.64	9.3	10.74	236.31	0
hsa-mir-766-5p	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-767-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-769-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	2.33	0	0	0	0	0
hsa-mir-769-5p	45.08	112.35	124.77	46.71	34.8	63.89	75.69	95.37	66.26	17.63	45.89	110.78	58.94	109.44	44.81	130.42	0	35.58	35	155.44	83.7	85.94	0	73.76
hsa-mir-770-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05	0	0	0	0	0	0	0	0	0	0
hsa-mir-7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0
hsa-mir-7703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7704	0	3.87	4.02	2.75	0	15.97	0	6.58	0	0	0	0	3.27	0	14.67	5.02	0	0	9.33	10.19	27.9	0	0	0
hsa-mir-7705	4.51	0	0	2.75	0	0	0	0	0	0	0	0	6.55	0	0	0	0	0	0	2.55	0	21.49	0	0
hsa-mir-7706	9.02	0	17.11	26.1	17.4	63.89	10.6	0	28.99	8.82	0	0	18.01	6.08	7.74	17.56	0	31.13	11.67	24.21	9.3	26.86	0	31.21
hsa-mir-7843-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7843-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7844-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7845-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7846-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7847-3p	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7848-3p	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0
hsa-mir-7849-3p	4.51	0	0	0	0	31.95	0	0	0	3.53	0	0	3.27	0	0	0	0	0	2.33	10.19	0	0	0	11.35
hsa-mir-7850-5p	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7851-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7852-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7853-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7854-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	4.05	0	5.02	0	0	0	2.55	0	0	0	0
hsa-mir-7855-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7973-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7973-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7975	4.51	0	10.06	0	0	0	1.51	0	8.28	0	11.47	10.07	3.27	0	1.63	0	0	0	0	0	9.3	0	0	17.02
hsa-mir-7976	0	0	0	0	0	0	2.27	1.64	4.14	3.53	0	5.04	1.64	0	0.41	0	0	0	0	0	0	0	0	0
hsa-mir-7977	0	3.87	0	0	0	0	0	0	0	0	0	10.07	0	8.11	0	0	37.51	0	0	2.55	0	0	0	11.35
hsa-mir-7978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8061	0	0	6.04	0	0	0	4.54	19.73	0	0	0	0	0	0	21.18	0	0	0	14	0	0	0	0	0
hsa-mir-8062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8071-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8071-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89	0	0	0	0	0	0
hsa-mir-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-873-3p	0	0	0	0	34.8	15.97	22.71	36.18	8.28	0	0	10.07	13.1	12.16	0	0	0	26.68	0	10.19	0	0	0	0
hsa-mir-873-5p	0	0	0	5.49	52.2	31.95	36.33	69.06	8.28	7.05	0	30.21	19.65	12.16	3.26	5.02	0	0	2.33	0	0	0	0	17.02
hsa-mir-874-3p	4.51	7.75	8.05	5.49	86.99	15.97	28.76	36.18	8.28	7.05	11.47	60.42	42.57	36.48	18.74	35.11	75.03	35.58	35	101.93	27.9	10.74	0	11.35
hsa-mir-874-5p	0	0	0	0	0	0	1.51	0	0	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-875-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-876-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-877-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-877-5p	63.11	65.86	78.48	24.73	17.4	0	15.14	3.29	33.13	14.11	0	30.21	22.92	44.59	5.7	125.4	37.51	35.58	7	25.48	46.5	32.23	0	22.7
hsa-mir-885-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0
hsa-mir-885-5p	4.51	19.37	2.01	10.99	17.4	0	239.18	92.09	8.28	7.05	0	10.07	203.02	89.17	61.92	25.08	187.57	231.25	235.67	5.1	381.3	139.65	0	22.7
hsa-mir-887-3p	0	0	6.04	0	0	0	1.51	3.29	0	0	0	0	0	0	0.81	10.03	0	0	2.33	33.13	9.3	0	0	0
hsa-mir-887-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-888-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-888-5p	0	0	0	0	0	0	0	0	0	0	0	0	3.27	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-889-3p	40.57	89.1	8.05	32.97	0	63.89	3.03	3.29	0	0	0	0	16.37	44.59	1.63	10.03	0	0	21	45.87	0	53.71	236.31	17.02
hsa-mir-889-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-891a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-891a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-891b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-892c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-1-3p	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
hsa-mir-9-1-5p	0	0	2.68	0.92	0	0	0.5	0	2.76	0	0	13.43	4.37	0	0	0	0	0	0	0.85	0	0	0	3.78
hsa-mir-9-2-3p	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
hsa-mir-9-2-5p	0	0	2.68	0.92	0	0	0.5	0	2.76	0	0	13.43	1.09	0	0	0	0	0	0	0.85	0	0	0	3.78
hsa-mir-9-3-3p	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
hsa-mir-9-3-5p	0	0	2.68	0.92	0	0	0.5	0	2.76	0	0	13.43	1.09	0	0	0	0	0	0	0.85	0	0	0	3.78
hsa-mir-920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-92a-1-3p	43501.34	75025.95	42286.41	53194.74	62415.54	62187.24	49579.54	43816.07	48056.43	54513.24	56821.44	43012.27	62525	51160.03	31585.79	30983.48	75084.88	47365.35	38353.24	34908.51	59836	61762.21	66876.72	61100.53
hsa-mir-92a-1-5p	0	3.87	4.02	2.75	0	0	7.57	0	0	0	0	10.07	0	0	0	0	0	8.89	11.67	20.39	9.3	10.74	0	0
hsa-mir-92a-2-3p	41580.94	69838.52	39611.9	51186.37	60432.07	60238.57	47390.57	42441.37	46698.14	52654.73	55306.97	39366.65	60360.59	49157.7	30258.57	28706.18	74447.13	45924.46	36600.87	31297.63	56367.11	57314.82	64040.96	55460.57
hsa-mir-92a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-92b-3p	605.57	627.61	617.14	776.61	753.95	1043.55	358.77	420.96	797.86	737.05	1262.06	1591.18	836.08	491.8	198.53	458.14	637.74	536.63	147.78	1072.81	548.7	755.56	236.31	907.84
hsa-mir-92b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-93-3p	9.02	7.75	2.01	8.24	0	31.95	15.14	3.29	0	3.53	11.47	20.14	9.82	16.21	1.63	0	0	0	4.67	12.74	9.3	21.49	0	28.37
hsa-mir-93-5p	1388.46	1557.39	953.89	618.17	1757.29	798.64	193.77	463.71	356.14	804.06	240.94	735.17	314.35	652.58	152.36	576.85	225.09	400.25	408.34	693.12	548.7	1203.16	1417.88	1350.41
hsa-mir-933	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-937-3p	0	0	0	0	17.4	0	0	0	0	0	0	0	0	0	0	10.03	0	0	0	5.1	0	0	0	0
hsa-mir-937-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-939-3p	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-939-5p	0	0	8.05	2.75	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0
hsa-mir-940	0	0	4.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-941-1	16.9	22.28	15.6	9.62	73.95	7.99	16.27	51.8	24.85	11.46	14.34	15.11	17.19	27.36	13.85	50.16	0	4.45	15.75	158.63	9.3	53.71	118.16	46.81
hsa-mir-941-2	16.9	22.28	15.6	9.62	73.95	7.99	16.27	51.8	24.85	11.46	14.34	15.11	17.19	27.36	13.85	50.16	0	4.45	15.75	158.63	9.3	53.71	118.16	46.81
hsa-mir-941-3	16.9	22.28	15.6	9.62	73.95	7.99	16.27	51.8	24.85	11.46	14.34	15.11	17.19	27.36	13.85	50.16	0	4.45	15.75	158.63	9.3	53.71	118.16	46.81
hsa-mir-941-4	16.9	22.28	15.6	9.62	73.95	7.99	16.27	51.8	24.85	11.46	14.34	15.11	17.19	27.36	13.85	50.16	0	4.45	15.75	158.63	9.3	53.71	118.16	46.81
hsa-mir-942-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-942-5p	31.56	34.87	24.15	35.72	34.8	15.97	22.71	26.31	0	14.11	45.89	70.5	9.82	60.8	11.41	45.14	0	0	2.33	15.29	18.6	53.71	0	34.04
hsa-mir-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-944	0	0	0	0	0	0	7.57	0	0	0	0	0	0	0	1.63	10.03	0	0	2.33	0	0	0	0	5.67
hsa-mir-95-3p	0	0	0	2.75	0	0	0	0	0	0	0	0	0	8.11	2.44	0	0	0	2.33	0	0	0	0	0
hsa-mir-95-5p	0	0	2.01	0	0	0	3.03	3.29	0	0	0	0	0	0	1.63	0	0	0	7	2.55	0	0	0	0
hsa-mir-96-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-96-5p	121.72	7.75	30.19	13.74	0	31.95	13.62	42.75	0	179.86	0	0	55.67	4.05	0	15.05	0	17.79	4.67	15.29	9.3	32.23	0	11.35
hsa-mir-98-3p	13.52	54.24	30.19	13.74	0	15.97	12.11	6.58	0	7.05	0	30.21	6.55	28.37	0.81	15.05	0	17.79	0	5.1	37.2	21.49	0	28.37
hsa-mir-98-5p	103.68	373.46	149.42	129.13	69.6	159.73	34.82	49.33	74.54	64.18	34.42	110.78	75.31	81.07	46.44	120.39	75.03	26.68	95.67	270.11	239.01	236.34	472.63	175.89
hsa-mir-99a-3p	0	0	0	0	0	0	16.65	6.58	0	0	0	0	0	12.16	17.92	0	0	0	21	10.19	0	0	0	0
hsa-mir-99a-5p	49.59	27.12	90.56	30.22	17.4	79.86	1510.78	743.26	115.95	17.63	80.31	130.92	370.01	301.97	792.34	351.13	975.37	551.45	1296.19	321.08	995.1	225.59	0	187.24
hsa-mir-99b-3p	13.52	7.75	6.04	0	0	0	12.11	0	0	0	0	0	0	16.21	6.52	15.05	0	0	4.67	20.39	0	0	0	11.35
hsa-mir-99b-5p	491.37	306.05	448.77	186.82	295.78	223.62	1227.7	499.89	157.36	366.76	160.63	2709.04	471.52	263.46	295.75	1113.57	262.6	667.08	198.34	1776.13	399.9	612.32	945.25	879.47
pmiR_chr1_103508231..103508283	1131.51	933.66	2358.56	744.55	1948.67	2028.54	263.4	858.36	3677.32	2179.42	5449.81	4370.72	1430.93	1844.25	235.46	1008.23	750.29	3130.81	466.67	387.33	2529.59	3222.75	3544.7	3591.65
pmiR_chr1_10656653..10656727	568.01	282.81	623.85	263.75	713.35	670.86	108.99	256.52	1217.49	754.69	1858.67	1087.64	399.48	802.55	71.7	436.4	75.03	871.65	175	157.99	1013.7	1246.13	1417.88	1236.93
pmiR_chr1_108787780..108787850	0	0	0	0	0	0	1.14	5.76	2.07	0	0	2.52	0	0	0.41	0	0	4.45	3.5	0	0	0	0	0
pmiR_chr1_108917208..108917278	0	0	0	0	0	0	1.14	5.76	2.07	0	0	2.52	0	0	0.41	0	0	4.45	3.5	0	0	0	0	0
